Micon M 700-225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mitsubishi MWT-250C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mitsubishi MWT-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Multibrid M5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG Micon NM 43/600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG Micon NM 44/750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG Micon NM 48/750;;;;;;;;;;;;0.09;;;;0.23;;;;;0.33;;;;0.36;;;;;;;0.37;;;0.37;;;;0.4;;;;0.42;;;;;0.42;;;;;0.43;;;;;0.43;;;;;0.43;;;;;;0.41;;;;;0.4;;;;0.39;;;;;0.37;;;;;0.35;;;;;0.33;;;;0.31;;;0.29;;;;;0.27;;;;0.25;;;;0.23;;;;0.21;;;;;0.19;;;;;0.17;;;0.15;;;;;;0.14;;;;0.12;;;;0.11;;;;0.1;;;;;;0.09;;0.08;;0.08;;;0.07;;;;;;;;;;;;;;;
NEG Micon NM 52/900;;;;0.15;;;0.12;;;;;0.25;;;;0.27;;;;;0.27;;;;0.28;;;;;;;0.33;;;0.38;;;;0.44;;;;0.45;;;;;0.46;;;;;0.47;;;;;0.46;;;;;0.45;;;;;;0.43;;;;;0.41;;;;0.39;;;;;0.37;;;;;0.34;;;;;0.32;;;;0.3;;;0.28;;;;;0.26;;;;0.23;;;;0.22;;;;0.2;;;;;0.18;;;;;0.17;;;0.15;;;;;;0.14;;;;0.13;;;;0.12;;;;0.11;;;;;;0.1;;0.1;;0.09;;;0.08;;0.08;0.07;0.06;;;;;;;;;;;
NEG Micon NM 54/950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG Micon NM 60/1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG Micon NM 72C/1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG Micon NM 72/1650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG Micon NM 82/1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEG Micon NM 82/1650;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N27/150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N27/250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N29;;;;;;;;;;;;;;;;;;;;;0.43;;;;0.47;;;;;;;0.45;;;0.37;;;;0.38;;;;0.4;;;;;0.44;;;;;0.44;;;;;0.42;;;;;0.41;;;;;;0.41;;;;;0.38;;;;0.36;;;;;0.34;;;;;0.32;;;;;0.29;;;;0.26;;;0.24;;;;;0.23;;;;0.2;;;;0.19;;;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N43;;;;;;;0.06;;;;;0.16;;;;0.3;;;;;0.36;;;;0.41;;;;;;;0.4;;;0.37;;;;0.38;;;;0.41;;;;;0.43;;;;;0.43;;;;;0.44;;;;;0.43;;;;;;0.42;;;;;0.41;;;;0.4;;;;;0.38;;;;;0.36;;;;;0.35;;;;0.32;;;0.3;;;;;0.28;;;;0.25;;;;0.23;;;;0.21;;;;;0.19;;;;;0.17;;;0.15;;;;;;0.15;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N50;;;;;;;0.0;;;;;0.2;;;;0.3;;;;;0.35;;;;0.38;;;;;;;0.36;;;0.34;;;;0.36;;;;0.4;;;;;0.41;;;;;0.42;;;;;0.42;;;;;0.41;;;;;;0.4;;;;;0.39;;;;0.38;;;;;0.36;;;;;0.34;;;;;0.32;;;;0.3;;;0.28;;;;;0.27;;;;0.25;;;;0.23;;;;0.21;;;;;0.19;;;;;0.17;;;0.15;;;;;;0.14;;;;0.13;;;;0.12;;;;0.11;;;;;;0.1;;0.09;;0.08;;;0.07;;0.07;0.06;0.06;0.05;0.0;0.0;0.0;0.0;0.0;;;;;
Nordex N52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N60;;;;;;;0.0;;;;;0.12;;;;0.26;;;;;0.33;;;;0.34;;;;;;;0.33;;;0.35;;;;0.37;;;;0.4;;;;;0.42;;;;;0.43;;;;;0.43;;;;;0.42;;;;;;0.42;;;;;0.41;;;;0.39;;;;;0.38;;;;;0.36;;;;;0.34;;;;0.32;;;0.3;;;;;0.28;;;;0.26;;;;0.24;;;;0.22;;;;;0.21;;;;;0.19;;;0.18;;;;;;0.16;;;;0.15;;;;0.13;;;;0.0;;;;;;0.0;;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;
Nordex N62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N80 Alpha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N90 Beta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordex N90/2500;;;;;;;0.01;;;;;0.22;;;;0.34;;;;;0.4;;;;0.44;;;;;;;0.45;;;0.47;;;;0.47;;;;0.48;;;;;0.48;;;;;0.48;;;;;0.47;;;;;0.47;;;;;;0.46;;;;;0.44;;;;0.43;;;;;0.41;;;;;0.39;;;;;0.36;;;;0.32;;;0.29;;;;;0.26;;;;0.23;;;;0.21;;;;0.19;;;;;0.17;;;;;0.16;;;0.14;;;;;;0.13;;;;0.12;;;;0.11;;;;0.1;;;;;;0.09;;0.09;;0.08;;;0.07;;0.07;0.07;0.06;0.06;0.05;0.05;0.05;0.04;0.04;;;;;
Nordex N100 Delta;;;;;;;0.0;;;;;0.06;;;;0.23;;;;;0.31;;;;0.37;;;;;;;0.4;;;0.42;;;;0.43;;;;0.44;;;;;0.45;;;;;0.45;;;;;0.45;;;;;0.45;;;;;;0.45;;;;;0.45;;;;0.44;;;;;0.42;;;;;0.4;;;;;0.37;;;;0.34;;;0.31;;;;;0.28;;;;0.25;;;;0.23;;;;0.2;;;;;0.19;;;;;0.17;;;0.15;;;;;;0.14;;;;0.13;;;;0.12;;;;0.11;;;;;;0.1;;0.09;;0.09;;;0.08;;0.07;0.07;0.07;0.06;0.06;0.05;0.05;0.05;0.04;;;;;
Nordex N100 Gamma;;;;;;;0.02;;;;;0.22;;;;0.33;;;;;0.39;;;;0.43;;;;;;;0.45;;;0.46;;;;0.46;;;;0.47;;;;;0.47;;;;;0.47;;;;;0.47;;;;;0.46;;;;;;0.46;;;;;0.44;;;;0.41;;;;;0.38;;;;;0.34;;;;;0.3;;;;0.27;;;0.24;;;;;0.21;;;;0.19;;;;0.17;;;;0.16;;;;;0.14;;;;;0.13;;;0.12;;;;;;0.11;;;;0.1;;;;0.09;;;;0.08;;;;;;0.08;;0.07;;0.07;;;0.06;;0.06;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.03;;;;;
Nordex N117 Delta;;;;;;;0.09;;;;;0.2;;;;0.31;;;;;0.37;;;;0.41;;;;;;;0.43;;;0.44;;;;0.45;;;;0.45;;;;;0.46;;;;;0.46;;;;;0.45;;;;;0.45;;;;;;0.43;;;;;0.4;;;;0.37;;;;;0.33;;;;;0.3;;;;;0.27;;;;0.23;;;0.21;;;;;0.19;;;;0.17;;;;0.15;;;;0.14;;;;;0.12;;;;;0.11;;;0.1;;;;;;0.09;;;;0.09;;;;0.08;;;;0.07;;;;;;0.07;;0.06;;0.06;;;0.05;;0.05;0.05;0.04;0.04;0.04;0.04;0.03;0.03;0.03;;;;;
Nordex N117 Gamma;;;;;;;0.13;;;;;0.29;;;;0.37;;;;;0.41;;;;0.43;;;;;;;0.45;;;0.45;;;;0.46;;;;0.46;;;;;0.46;;;;;0.46;;;;;0.45;;;;;0.43;;;;;;0.39;;;;;0.35;;;;0.31;;;;;0.28;;;;;0.24;;;;;0.21;;;;0.19;;;0.17;;;;;0.15;;;;0.13;;;;0.12;;;;0.11;;;;;0.1;;;;;0.09;;;0.08;;;;;;0.07;;;;0.07;;;;0.06;;;;0.06;;;;;;0.05;;0.05;;0.05;;;;;;;;;;;;;;;;;;
Nordex N117/3600 Delta;;;;;;;0.096;;;;;0.192;;;;0.312;;;;;0.381;;;;0.419;;;;;;;0.439;;;0.45;;;;0.457;;;;0.461;;;;;0.464;;;;;0.465;;;;;0.463;;;;;0.457;;;;;;0.448;;;;;0.434;;;;0.409;;;;;0.379;;;;;0.346;;;;;0.312;;;;0.28;;;0.25;;;;;0.223;;;;0.2;;;;0.18;;;;0.163;;;;;0.147;;;;;0.134;;;0.122;;;;;;0.112;;;;0.102;;;;0.094;;;;0.087;;;;;;0.08;;0.074;;0.069;;;0.064;;0.059;0.055;0.052;0.048;0.045;0.042;0.04;0.037;0.035;;;;;
Nordex N131/3000 Delta;;;;;;;0.15;;;;;0.29;;;;0.37;;;;;0.41;;;;0.43;;;;;;;0.44;;;0.45;;;;0.46;;;;0.46;;;;;0.46;;;;;0.45;;;;;0.44;;;;;0.42;;;;;;0.39;;;;;0.35;;;;0.31;;;;;0.27;;;;;0.24;;;;;0.21;;;;0.19;;;0.17;;;;;0.15;;;;0.13;;;;0.12;;;;0.11;;;;;0.1;;;;;0.09;;;0.08;;;;;;0.07;;;;0.07;;;;0.06;;;;0.06;;;;;;0.05;;0.05;;0.05;;;;;;;;;;;;;;;;;;
Nordex N131/3300 Delta;;;;;;;0.15;;;;;0.3;;;;0.37;;;;;0.41;;;;0.43;;;;;;;0.44;;;0.45;;;;0.46;;;;0.46;;;;;0.46;;;;;0.46;;;;;0.45;;;;;0.44;;;;;;0.41;;;;;0.37;;;;0.34;;;;;0.3;;;;;0.26;;;;;0.23;;;;0.21;;;0.18;;;;;0.16;;;;0.15;;;;0.13;;;;0.12;;;;;0.11;;;;;0.1;;;0.09;;;;;;0.08;;;;0.08;;;;0.07;;;;0.06;;;;;;0.06;;0.05;;0.05;;;;;;;;;;;;;;;;;;
Nordex N131/3600 Delta;;;;;;;0.067;;;;;0.254;;;;0.348;;;;;0.4;;;;0.429;;;;;;;0.444;;;0.451;;;;0.456;;;;0.458;;;;;0.46;;;;;0.46;;;;;0.458;;;;;0.453;;;;;;0.435;;;;;0.403;;;;0.365;;;;;0.326;;;;;0.287;;;;;0.252;;;;0.223;;;0.198;;;;;0.177;;;;0.159;;;;0.143;;;;0.129;;;;;0.117;;;;;0.106;;;0.097;;;;;;0.089;;;;0.081;;;;0.075;;;;0.069;;;;;;0.064;;0.059;;0.055;;;;;;;;;;;;;;;;;;
Nordtank NTK 150 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordtank NTK 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nordtank NTK 400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NPS Northern Power NPS 60-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NPS Northern Power NPS 100C-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Norwin 24 STALL 150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Norwin 29 STALL 225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Norwin 47 ASR 500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PowerWind PW56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REpower 48/600;;;;;;;;;;;;0.23;;;;0.29;;;;;0.35;;;;0.37;;;;;;;0.37;;;0.37;;;;0.38;;;;0.4;;;;;0.42;;;;;0.42;;;;;0.41;;;;;0.4;;;;;;0.39;;;;;0.38;;;;0.35;;;;;0.34;;;;;0.32;;;;;0.29;;;;0.27;;;0.25;;;;;0.22;;;;0.2;;;;0.18;;;;0.17;;;;;0.15;;;;;0.14;;;0.13;;;;;;0.11;;;;;;;;;;;;;;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;
Ropatec 3kW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S&G Engineering SG2500.131 DD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S&G Engineering SG2700.100 DD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S&G Engineering SG2700.116 DD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samsung 25s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE8220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE8720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE9315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE9320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE10015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE10020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE11520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE11525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE12120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE12125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE12130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE12520;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE12525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE12725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SE12730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
