experiment,park_id,variant,r2,energy_ratio,wasserstein,rmse_n,mae_n,n_hours,outlier_share,bias_n,commissioning_date,age_years_2023_12
M5all,05426,clean_exkl_curt,0.753059,1.094851,0.03467,0.145296,0.098054,6334,0.156816,0.027648,2016-09-26,7.18
M5all,07374,raw,0.689093,1.06323,0.012483,0.116761,0.070126,7512,0.031949,0.012154,2002-05-17,21.54
M5all,07374,clean,0.762844,1.028693,0.007686,0.101939,0.064825,7272,0.031949,0.00567,2002-05-17,21.54
M5all,07374,clean_exkl_curt,0.76545,1.020793,0.006124,0.097914,0.062431,7272,0.031949,0.00567,2002-05-17,21.54
M5all_PL,00198_1,raw,0.499358,0.983019,0.021354,0.194389,0.123077,7512,0.097577,-0.004577,2013-09-01,10.25
M5all_PL,00198_1,clean,0.65081,0.935889,0.025784,0.159938,0.106902,6779,0.097577,-0.017767,2013-09-01,10.25
M5all_PL,00198_1,clean_exkl_curt,0.631726,0.927431,0.026451,0.159828,0.106415,6779,0.097577,-0.017767,2013-09-01,10.25
M5all_PL,00198_2,raw,0.748541,0.978271,0.031473,0.168334,0.113391,3649,0.180049,-0.007851,2018-12-13,4.97
M5all_PL,00198_2,clean,0.871281,0.972296,0.029541,0.119598,0.085246,2992,0.180049,-0.009779,2018-12-13,4.97
M5all_PL,00198_2,clean_exkl_curt,0.868243,0.971457,0.02962,0.120022,0.08551,2992,0.180049,-0.009779,2018-12-13,4.97
M5all_PL,00282,raw,0.589225,0.887615,0.042331,0.210737,0.136115,7512,0.15402,-0.040394,2017-02-20,6.78
M5all_PL,00282,clean,0.779898,0.814408,0.06586,0.153026,0.104192,6355,0.15402,-0.065859,2017-02-20,6.78
M5all_PL,00282,clean_exkl_curt,0.778202,0.813345,0.065876,0.152702,0.104249,6355,0.15402,-0.065859,2017-02-20,6.78
M5all_PL,00298,raw,0.483687,1.301858,0.106393,0.237159,0.14756,7512,0.169995,0.106392,2016-12-01,7.0
M5all_PL,00298,clean,0.776009,1.215061,0.075645,0.153586,0.104581,6235,0.169995,0.075197,2016-12-01,7.0
M5all_PL,00298,clean_exkl_curt,0.766903,1.223527,0.076723,0.15479,0.105597,6235,0.169995,0.075197,2016-12-01,7.0
M5all_PL,01200_1,raw,0.23822,1.393145,0.108072,0.254727,0.143176,7512,0.126065,0.108072,2012-01-01,11.92
M5all_PL,01200_1,clean,0.768802,1.232933,0.065385,0.135501,0.093444,6565,0.126065,0.064461,2012-01-01,11.92
M5all_PL,01200_1,clean_exkl_curt,0.753632,1.242825,0.065428,0.135593,0.093478,6565,0.126065,0.064461,2012-01-01,11.92
M5all_PL,01200_2,raw,0.493927,1.392749,0.112203,0.206991,0.132741,7512,0.133387,0.112197,2014-01-01,9.91
M5all_PL,01200_2,clean,0.606247,1.399083,0.100273,0.165738,0.112386,6510,0.133387,0.10019,2014-01-01,9.91
M5all_PL,01200_2,clean_exkl_curt,0.581284,1.415663,0.10059,0.165853,0.112368,6510,0.133387,0.10019,2014-01-01,9.91
M5all_PL,01303_1,raw,0.629112,1.310539,0.068037,0.143326,0.096677,7511,0.05898,0.067622,2009-02-02,14.83
M5all_PL,01303_1,clean,0.650833,1.332453,0.069112,0.13018,0.08955,7068,0.05898,0.068369,2009-02-02,14.83
M5all_PL,01303_1,clean_exkl_curt,0.630972,1.340198,0.067847,0.128425,0.088026,7068,0.05898,0.068369,2009-02-02,14.83
M5all_PL,01303_2,raw,0.77078,1.060857,0.019871,0.103338,0.067177,7511,0.07935,0.012154,2001-11-23,22.02
M5all_PL,01303_2,clean,0.829508,1.056934,0.01883,0.080659,0.056544,6915,0.07935,0.010477,2001-11-23,22.02
M5all_PL,01303_2,clean_exkl_curt,0.823226,1.055567,0.018191,0.079142,0.055339,6915,0.07935,0.010477,2001-11-23,22.02
M5all_PL,02483,raw,0.733748,0.91958,0.037279,0.185658,0.124095,7512,0.176917,-0.037279,2015-12-01,8.0
M5all_PL,02483,clean,0.900018,0.908408,0.042183,0.117249,0.085837,6183,0.176917,-0.0418,2015-12-01,8.0
M5all_PL,02483,clean_exkl_curt,0.896697,0.906612,0.042077,0.118081,0.086451,6183,0.176917,-0.0418,2015-12-01,8.0
M5all_PL,04745,raw,0.707259,1.05287,0.013254,0.075821,0.043062,7501,0.012932,0.005689,2003-06-01,20.5
M5all_PL,04745,clean,0.753484,1.040431,0.012348,0.067578,0.040302,7404,0.012932,0.004276,2003-06-01,20.5
M5all_PL,04745,clean_exkl_curt,0.744603,1.04335,0.012786,0.063314,0.037858,7404,0.012932,0.004276,2003-06-01,20.5
M5all_PL,05347,raw,0.637852,1.076482,0.029406,0.181096,0.112501,7511,0.231261,0.02072,2018-07-01,5.42
M5all_PL,05347,clean,0.85206,0.957713,0.033723,0.109363,0.073884,5774,0.231261,-0.011172,2018-07-01,5.42
M5all_PL,05347,clean_exkl_curt,0.840606,0.954061,0.034464,0.109915,0.074344,5774,0.231261,-0.011172,2018-07-01,5.42
M5all_PL,05426,raw,0.673614,1.09562,0.027205,0.175035,0.109538,7512,0.151624,0.027006,2016-09-26,7.18
M5all_PL,05426,clean,0.841102,1.047677,0.015471,0.120914,0.084117,6373,0.151624,0.014277,2016-09-26,7.18
M5all_PL,05426,clean_exkl_curt,0.835961,1.048165,0.015262,0.120644,0.084144,6373,0.151624,0.014277,2016-09-26,7.18
M5all_PL,07374,raw,0.675819,1.078174,0.015029,0.119227,0.071822,7512,0.030884,0.015026,2002-05-17,21.54
M5all_PL,07374,clean,0.749063,1.044243,0.011618,0.104926,0.066613,7280,0.030884,0.008743,2002-05-17,21.54
M5all_PL,07374,clean_exkl_curt,0.753424,1.03573,0.010054,0.100477,0.063983,7280,0.030884,0.008743,2002-05-17,21.54
M5all_noQM,00198_1,raw,0.435341,0.981057,0.03399,0.206443,0.131485,7512,0.09558,-0.005106,2013-09-01,10.25
M5all_noQM,00198_1,clean,0.585329,0.938627,0.040322,0.173324,0.11579,6794,0.09558,-0.01699,2013-09-01,10.25
M5all_noQM,00198_1,clean_exkl_curt,0.561765,0.928633,0.041023,0.173191,0.115469,6794,0.09558,-0.01699,2013-09-01,10.25
M5all_noQM,00198_2,raw,0.697766,0.918553,0.049672,0.184548,0.123009,3649,0.207728,-0.029428,2018-12-13,4.97
M5all_noQM,00198_2,clean,0.847292,0.902589,0.04792,0.128902,0.088832,2891,0.207728,-0.032995,2018-12-13,4.97
M5all_noQM,00198_2,clean_exkl_curt,0.842488,0.89902,0.048563,0.129654,0.089267,2891,0.207728,-0.032995,2018-12-13,4.97
M5all_noQM,00282,raw,0.51075,0.832568,0.063886,0.229988,0.151047,7512,0.14976,-0.060179,2017-02-20,6.78
M5all_noQM,00282,clean,0.670509,0.741045,0.091845,0.186844,0.125093,6387,0.14976,-0.091844,2017-02-20,6.78
M5all_noQM,00282,clean_exkl_curt,0.664919,0.737988,0.092378,0.187269,0.125593,6387,0.14976,-0.091844,2017-02-20,6.78
M5all_noQM,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M5all_noQM,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M5all_noQM,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M5all_noQM,01200_1,raw,0.241494,1.390964,0.107473,0.254179,0.142758,7512,0.127396,0.107473,2012-01-01,11.92
M5all_noQM,01200_1,clean,0.773752,1.230125,0.064509,0.133984,0.092714,6555,0.127396,0.063643,2012-01-01,11.92
M5all_noQM,01200_1,clean_exkl_curt,0.758314,1.240159,0.064617,0.134207,0.092824,6555,0.127396,0.063643,2012-01-01,11.92
M5all_noQM,01200_2,raw,0.508482,1.386663,0.110463,0.203993,0.130804,7512,0.140176,0.110458,2014-01-01,9.91
M5all_noQM,01200_2,clean,0.620421,1.397734,0.098728,0.161623,0.109959,6459,0.140176,0.09865,2014-01-01,9.91
M5all_noQM,01200_2,clean_exkl_curt,0.595389,1.414702,0.09903,0.161681,0.10992,6459,0.140176,0.09865,2014-01-01,9.91
M5all_noQM,01303_1,raw,0.670185,1.28424,0.062242,0.135157,0.09129,7511,0.065504,0.061895,2009-02-02,14.83
M5all_noQM,01303_1,clean,0.705702,1.300107,0.061434,0.117751,0.082381,7019,0.065504,0.060775,2009-02-02,14.83
M5all_noQM,01303_1,clean_exkl_curt,0.68655,1.307628,0.060402,0.116398,0.081165,7019,0.065504,0.060775,2009-02-02,14.83
M5all_noQM,01303_2,raw,0.782296,1.030303,0.010416,0.100708,0.064949,7511,0.080149,0.006052,2001-11-23,22.02
M5all_noQM,01303_2,clean,0.848226,1.016225,0.007796,0.076017,0.053601,6909,0.080149,0.002982,2001-11-23,22.02
M5all_noQM,01303_2,clean_exkl_curt,0.83954,1.013769,0.007322,0.074913,0.052643,6909,0.080149,0.002982,2001-11-23,22.02
M5all_noQM,02483,raw,0.686255,0.914162,0.039791,0.201537,0.134205,7512,0.187167,-0.039791,2015-12-01,8.0
M5all_noQM,02483,clean,0.876208,0.886615,0.051189,0.13095,0.092428,6106,0.187167,-0.051189,2015-12-01,8.0
M5all_noQM,02483,clean_exkl_curt,0.871416,0.882408,0.052058,0.13231,0.093309,6106,0.187167,-0.051189,2015-12-01,8.0
M5all_noQM,04745,raw,0.568672,1.361601,0.038939,0.092034,0.055817,7501,0.02213,0.038908,2003-06-01,20.5
M5all_noQM,04745,clean,0.620641,1.347638,0.037133,0.083628,0.053113,7335,0.02213,0.037047,2003-06-01,20.5
M5all_noQM,04745,clean_exkl_curt,0.589855,1.370003,0.036448,0.079843,0.050966,7335,0.02213,0.037047,2003-06-01,20.5
M5all_noQM,05347,raw,0.441588,1.439092,0.118984,0.224877,0.149427,7511,0.252962,0.118959,2018-07-01,5.42
M5all_noQM,05347,clean,0.656113,1.335792,0.095853,0.169162,0.115433,5611,0.252962,0.095583,2018-07-01,5.42
M5all_noQM,05347,clean_exkl_curt,0.634981,1.348666,0.09623,0.169671,0.11598,5611,0.252962,0.095583,2018-07-01,5.42
M5all_noQM,05426,raw,0.58346,1.126174,0.035909,0.197736,0.124313,7512,0.156816,0.035636,2016-09-26,7.18
M5all_noQM,05426,clean,0.76365,1.094785,0.034561,0.144863,0.09775,6334,0.156816,0.027648,2016-09-26,7.18
M5all_noQM,05426,clean_exkl_curt,0.753059,1.094851,0.03467,0.145296,0.098054,6334,0.156816,0.027648,2016-09-26,7.18
M5all_noQM,07374,raw,0.689093,1.06323,0.012483,0.116761,0.070126,7512,0.031949,0.012154,2002-05-17,21.54
M5all_noQM,07374,clean,0.762844,1.028693,0.007686,0.101939,0.064825,7272,0.031949,0.00567,2002-05-17,21.54
M5all_noQM,07374,clean_exkl_curt,0.76545,1.020793,0.006124,0.097914,0.062431,7272,0.031949,0.00567,2002-05-17,21.54
M5all_noage,00198_1,raw,0.430827,1.003623,0.032356,0.207267,0.131605,7512,0.09558,0.000976,2013-09-01,10.25
M5all_noage,00198_1,clean,0.582557,0.96109,0.038189,0.173902,0.115733,6794,0.09558,-0.010771,2013-09-01,10.25
M5all_noage,00198_1,clean_exkl_curt,0.559088,0.951726,0.038792,0.173719,0.115397,6794,0.09558,-0.010771,2013-09-01,10.25
M5all_noage,00198_2,raw,0.699382,0.923042,0.04843,0.184054,0.122756,3649,0.207728,-0.027806,2018-12-13,4.97
M5all_noage,00198_2,clean,0.849312,0.907222,0.046624,0.128046,0.088422,2891,0.207728,-0.031426,2018-12-13,4.97
M5all_noage,00198_2,clean_exkl_curt,0.844555,0.903702,0.047268,0.128801,0.088858,2891,0.207728,-0.031426,2018-12-13,4.97
M5all_noage,00282,raw,0.515349,0.840365,0.061395,0.228904,0.150159,7512,0.14976,-0.057376,2017-02-20,6.78
M5all_noage,00282,clean,0.677577,0.748921,0.089052,0.184829,0.123762,6387,0.14976,-0.08905,2017-02-20,6.78
M5all_noage,00282,clean_exkl_curt,0.67207,0.745915,0.089583,0.18526,0.124267,6387,0.14976,-0.08905,2017-02-20,6.78
M5all_noage,00298,raw,0.472258,1.313983,0.110667,0.23977,0.149926,7512,0.170261,0.110666,2016-12-01,7.0
M5all_noage,00298,clean,0.764444,1.227902,0.080131,0.157511,0.107282,6233,0.170261,0.0797,2016-12-01,7.0
M5all_noage,00298,clean_exkl_curt,0.754907,1.236697,0.081212,0.158734,0.108307,6233,0.170261,0.0797,2016-12-01,7.0
M5all_noage,01200_1,raw,0.209489,1.429247,0.117996,0.259486,0.149068,7512,0.127396,0.117996,2012-01-01,11.92
M5all_noage,01200_1,clean,0.740255,1.270596,0.075513,0.14356,0.099728,6555,0.127396,0.074835,2012-01-01,11.92
M5all_noage,01200_1,clean_exkl_curt,0.722487,1.282358,0.075636,0.143811,0.099888,6555,0.127396,0.074835,2012-01-01,11.92
M5all_noage,01200_2,raw,0.479101,1.4135,0.118128,0.210001,0.136345,7512,0.140176,0.118125,2014-01-01,9.91
M5all_noage,01200_2,clean,0.581361,1.429591,0.106621,0.169735,0.11641,6459,0.140176,0.106551,2014-01-01,9.91
M5all_noage,01200_2,clean_exkl_curt,0.553672,1.447748,0.106909,0.169812,0.116401,6459,0.140176,0.106551,2014-01-01,9.91
M5all_noage,01303_1,raw,0.597118,1.359709,0.078676,0.14938,0.10229,7511,0.065504,0.078329,2009-02-02,14.83
M5all_noage,01303_1,clean,0.618595,1.381868,0.077991,0.13405,0.094204,7019,0.065504,0.077332,2009-02-02,14.83
M5all_noage,01303_1,clean_exkl_curt,0.593195,1.392191,0.076821,0.132603,0.09287,7019,0.065504,0.077332,2009-02-02,14.83
M5all_noage,01303_2,raw,0.712283,1.186012,0.038136,0.115775,0.075847,7511,0.080149,0.03715,2001-11-23,22.02
M5all_noage,01303_2,clean,0.770225,1.184923,0.035691,0.093533,0.06501,6909,0.080149,0.033983,2001-11-23,22.02
M5all_noage,01303_2,clean_exkl_curt,0.758397,1.185603,0.034449,0.091923,0.063638,6909,0.080149,0.033983,2001-11-23,22.02
M5all_noage,02483,raw,0.689086,0.923953,0.035252,0.200626,0.133505,7512,0.187167,-0.035252,2015-12-01,8.0
M5all_noage,02483,clean,0.880559,0.896515,0.046719,0.128628,0.091204,6106,0.187167,-0.046719,2015-12-01,8.0
M5all_noage,02483,clean_exkl_curt,0.875985,0.892581,0.047555,0.129938,0.092054,6106,0.187167,-0.046719,2015-12-01,8.0
M5all_noage,04745,raw,0.66725,1.146104,0.019118,0.080836,0.045553,7501,0.012398,0.01572,2003-06-01,20.5
M5all_noage,04745,clean,0.719428,1.129025,0.017445,0.071941,0.042704,7408,0.012398,0.013658,2003-06-01,20.5
M5all_noage,04745,clean_exkl_curt,0.704623,1.132757,0.017007,0.067727,0.040293,7408,0.012398,0.013658,2003-06-01,20.5
M5all_noage,05347,raw,0.619611,1.07738,0.035636,0.185601,0.115165,7511,0.228731,0.020964,2018-07-01,5.42
M5all_noage,05347,clean,0.837566,0.962001,0.042052,0.113631,0.076083,5793,0.228731,-0.009767,2018-07-01,5.42
M5all_noage,05347,clean_exkl_curt,0.8267,0.956427,0.042719,0.113926,0.07642,5793,0.228731,-0.009767,2018-07-01,5.42
M5all_noage,05426,raw,0.577596,1.137724,0.038902,0.199123,0.125449,7512,0.156816,0.038898,2016-09-26,7.18
M5all_noage,05426,clean,0.757446,1.106098,0.035194,0.146752,0.098965,6334,0.156816,0.030948,2016-09-26,7.18
M5all_noage,05426,clean_exkl_curt,0.746557,1.106488,0.035217,0.147197,0.099277,6334,0.156816,0.030948,2016-09-26,7.18
M5all_noage,07374,raw,0.604983,1.218709,0.042041,0.13161,0.080412,7512,0.031949,0.042039,2002-05-17,21.54
M5all_noage,07374,clean,0.694047,1.179819,0.035698,0.115785,0.074484,7272,0.031949,0.035536,2002-05-17,21.54
M5all_noage,07374,clean_exkl_curt,0.697541,1.174055,0.033217,0.111188,0.071718,7272,0.031949,0.035536,2002-05-17,21.54
M0,00198_1,raw,0.57404,1.045519,0.05512,0.177142,0.120672,8088,0.136622,0.01197,2013-09-01,10.25
M0,00198_1,clean,0.646154,1.003321,0.057914,0.152548,0.108289,6983,0.136622,0.000883,2013-09-01,10.25
M0,00198_1,clean_exkl_curt,0.638302,0.999624,0.057879,0.150522,0.107124,6983,0.136622,0.000883,2013-09-01,10.25
M0,00198_2,raw,0.71321,1.020843,0.07991,0.179771,0.136756,3649,0.270485,0.007531,2018-12-13,4.97
M0,00198_2,clean,0.805408,1.006266,0.085608,0.143263,0.114401,2662,0.270485,0.002273,2018-12-13,4.97
M0,00198_2,clean_exkl_curt,0.802005,1.007439,0.085024,0.1433,0.114286,2662,0.270485,0.002273,2018-12-13,4.97
M0,00282,raw,0.586303,1.094547,0.085014,0.209125,0.155186,8088,0.193373,0.032746,2017-02-20,6.78
M0,00282,clean,0.737137,1.022593,0.091995,0.163981,0.130995,6524,0.193373,0.008049,2017-02-20,6.78
M0,00282,clean_exkl_curt,0.737215,1.019242,0.091401,0.163005,0.130125,6524,0.193373,0.008049,2017-02-20,6.78
M0,01303_2,raw,0.112058,0.398039,0.120657,0.201464,0.126001,8087,0.103994,-0.118163,2001-11-23,22.02
M0,01303_2,clean,0.10012,0.407293,0.111941,0.184173,0.116283,7246,0.103994,-0.110483,2001-11-23,22.02
M0,01303_2,clean_exkl_curt,0.110968,0.414864,0.105466,0.174627,0.109791,7246,0.103994,-0.110483,2001-11-23,22.02
M0,02483,raw,0.592524,0.779036,0.129825,0.227854,0.169902,8088,0.20277,-0.100617,2015-12-01,8.0
M0,02483,clean,0.686886,0.777458,0.137503,0.205006,0.153783,6448,0.20277,-0.099064,2015-12-01,8.0
M0,02483,clean_exkl_curt,0.677416,0.772885,0.137395,0.205821,0.153945,6448,0.20277,-0.099064,2015-12-01,8.0
M0,04745,raw,0.079298,1.935227,0.099069,0.13326,0.101992,8077,0.048161,0.099069,2003-06-01,20.5
M0,04745,clean,0.07486,1.933812,0.099571,0.128528,0.101583,7688,0.048161,0.099571,2003-06-01,20.5
M0,04745,clean_exkl_curt,-0.043196,1.994778,0.097528,0.125001,0.099352,7688,0.048161,0.099571,2003-06-01,20.5
M0,05347,raw,0.416874,1.514751,0.141964,0.227223,0.174532,8087,0.312477,0.136301,2018-07-01,5.42
M0,05347,clean,0.601618,1.408691,0.127708,0.175102,0.140506,5560,0.312477,0.11627,2018-07-01,5.42
M0,05347,clean_exkl_curt,0.576319,1.429809,0.128631,0.175428,0.141237,5560,0.312477,0.11627,2018-07-01,5.42
M0,05426,raw,0.61447,1.25233,0.087804,0.187921,0.14048,8088,0.205366,0.068929,2016-09-26,7.18
M0,05426,clean,0.757343,1.176465,0.078576,0.146285,0.115954,6427,0.205366,0.053445,2016-09-26,7.18
M0,05426,clean_exkl_curt,0.749488,1.182539,0.078739,0.145713,0.115643,6427,0.205366,0.053445,2016-09-26,7.18
M0,07374,raw,0.700101,1.036438,0.036375,0.112962,0.074709,8088,0.054278,0.006855,2002-05-17,21.54
M0,07374,clean,0.749332,1.000236,0.035058,0.103475,0.071073,7649,0.054278,4.7e-05,2002-05-17,21.54
M0,07374,clean_exkl_curt,0.748178,0.99783,0.03453,0.100331,0.068868,7649,0.054278,4.7e-05,2002-05-17,21.54
M5all_distgate,00282,raw,0.025317,1.107096,0.043734,0.324617,0.208066,7512,0.179446,0.038492,2017-02-20,6.78
M5all_distgate,00282,clean,0.252658,1.121885,0.054201,0.276083,0.171443,6164,0.179446,0.042337,2017-02-20,6.78
M5all_distgate,00282,clean_exkl_curt,0.244002,1.124889,0.05517,0.276475,0.172315,6164,0.179446,0.042337,2017-02-20,6.78
M5all_distgate,01200_1,raw,0.042436,1.473438,0.131783,0.285591,0.173013,7512,0.123669,0.130144,2012-01-01,11.92
M5all_distgate,01200_1,clean,0.531936,1.34755,0.10377,0.189716,0.125842,6583,0.123669,0.093167,2012-01-01,11.92
M5all_distgate,01200_1,clean_exkl_curt,0.507482,1.355375,0.102438,0.188792,0.1248,6583,0.123669,0.093167,2012-01-01,11.92
M5all_distgate,01200_2,raw,0.091463,1.44698,0.131,0.277343,0.177143,7512,0.136182,0.127689,2014-01-01,9.91
M5all_distgate,01200_2,clean,0.235475,1.519937,0.12873,0.225987,0.146825,6489,0.136182,0.125709,2014-01-01,9.91
M5all_distgate,01200_2,clean_exkl_curt,0.197757,1.53237,0.126988,0.224739,0.145357,6489,0.136182,0.125709,2014-01-01,9.91
M5all_distgate,02483,raw,0.524448,1.062753,0.045069,0.248123,0.156642,7512,0.160676,0.02909,2015-12-01,8.0
M5all_distgate,02483,clean,0.766301,1.064629,0.046975,0.177283,0.113435,6305,0.160676,0.028944,2015-12-01,8.0
M5all_distgate,02483,clean_exkl_curt,0.772083,1.069494,0.047143,0.173449,0.112513,6305,0.160676,0.028944,2015-12-01,8.0
M5all_distgate,05347,raw,-0.23103,1.520055,0.140948,0.333888,0.228842,7511,0.278125,0.140893,2018-07-01,5.42
M5all_distgate,05347,clean,-0.087792,1.495015,0.129737,0.286937,0.192621,5422,0.278125,0.128832,2018-07-01,5.42
M5all_distgate,05347,clean_exkl_curt,-0.091485,1.539718,0.136053,0.27817,0.188037,5422,0.278125,0.128832,2018-07-01,5.42
M2noage_distgate,00282,raw,-0.280926,1.390246,0.14074,0.372136,0.26521,7512,0.177716,0.140262,2017-02-20,6.78
M2noage_distgate,00282,clean,-0.09057,1.42881,0.151307,0.334883,0.2368,6177,0.177716,0.149796,2017-02-20,6.78
M2noage_distgate,00282,clean_exkl_curt,-0.099965,1.436348,0.153742,0.335002,0.237702,6177,0.177716,0.149796,2017-02-20,6.78
M2noage_distgate,01200_1,raw,-0.216337,1.636522,0.176029,0.321875,0.207567,7512,0.124068,0.174974,2012-01-01,11.92
M2noage_distgate,01200_1,clean,0.260548,1.518142,0.144855,0.238473,0.162542,6580,0.124068,0.138839,2012-01-01,11.92
M2noage_distgate,01200_1,clean_exkl_curt,0.222075,1.531871,0.14306,0.237281,0.161124,6580,0.124068,0.138839,2012-01-01,11.92
M2noage_distgate,01200_2,raw,-0.141261,1.563723,0.162587,0.310841,0.205545,7512,0.138312,0.161039,2014-01-01,9.91
M2noage_distgate,01200_2,clean,-0.069132,1.662811,0.161029,0.266884,0.176502,6473,0.138312,0.159765,2014-01-01,9.91
M2noage_distgate,01200_2,clean_exkl_curt,-0.132571,1.683227,0.159465,0.265696,0.175079,6473,0.138312,0.159765,2014-01-01,9.91
M2noage_distgate,02483,raw,0.566699,1.145331,0.078629,0.236844,0.153026,7512,0.164803,0.067369,2015-12-01,8.0
M2noage_distgate,02483,clean,0.809329,1.162664,0.08573,0.159159,0.111942,6274,0.164803,0.072479,2015-12-01,8.0
M2noage_distgate,02483,clean_exkl_curt,0.803687,1.168155,0.085901,0.160017,0.112759,6274,0.164803,0.072479,2015-12-01,8.0
M2noage_distgate,05347,raw,-0.785514,1.83258,0.225562,0.402113,0.297425,7511,0.280122,0.225562,2018-07-01,5.42
M2noage_distgate,05347,clean,-0.754283,1.809839,0.214506,0.36955,0.270399,5407,0.280122,0.214212,2018-07-01,5.42
M2noage_distgate,05347,clean_exkl_curt,-0.830713,1.870998,0.222193,0.364712,0.267795,5407,0.280122,0.214212,2018-07-01,5.42
M5_simgate,00198_1,raw,0.435341,0.981057,0.03399,0.206443,0.131485,7512,0.09558,-0.005106,2013-09-01,10.25
M5_simgate,00198_1,clean,0.585329,0.938627,0.040322,0.173324,0.11579,6794,0.09558,-0.01699,2013-09-01,10.25
M5_simgate,00198_1,clean_exkl_curt,0.561765,0.928633,0.041023,0.173191,0.115469,6794,0.09558,-0.01699,2013-09-01,10.25
M5_simgate,00198_2,raw,0.678701,0.957746,0.038873,0.19028,0.125921,3649,0.185804,-0.015267,2018-12-13,4.97
M5_simgate,00198_2,clean,0.848875,0.941829,0.036992,0.127993,0.088242,2971,0.185804,-0.019468,2018-12-13,4.97
M5_simgate,00198_2,clean_exkl_curt,0.842801,0.937464,0.038384,0.12919,0.089159,2971,0.185804,-0.019468,2018-12-13,4.97
M5_simgate,00282,raw,0.187855,0.544075,0.163869,0.296317,0.207441,7512,0.140176,-0.163869,2017-02-20,6.78
M5_simgate,00282,clean,0.32477,0.466505,0.181697,0.267634,0.187236,6459,0.140176,-0.181697,2017-02-20,6.78
M5_simgate,00282,clean_exkl_curt,0.314941,0.461551,0.182211,0.267844,0.187625,6459,0.140176,-0.181697,2017-02-20,6.78
M5_simgate,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M5_simgate,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M5_simgate,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M5_simgate,01200_1,raw,0.241494,1.390964,0.107473,0.254179,0.142758,7512,0.127396,0.107473,2012-01-01,11.92
M5_simgate,01200_1,clean,0.773752,1.230125,0.064509,0.133984,0.092714,6555,0.127396,0.063643,2012-01-01,11.92
M5_simgate,01200_1,clean_exkl_curt,0.758314,1.240159,0.064617,0.134207,0.092824,6555,0.127396,0.063643,2012-01-01,11.92
M5_simgate,01200_2,raw,0.508482,1.386663,0.110463,0.203993,0.130804,7512,0.140176,0.110458,2014-01-01,9.91
M5_simgate,01200_2,clean,0.620421,1.397734,0.098728,0.161623,0.109959,6459,0.140176,0.09865,2014-01-01,9.91
M5_simgate,01200_2,clean_exkl_curt,0.595389,1.414702,0.09903,0.161681,0.10992,6459,0.140176,0.09865,2014-01-01,9.91
M5_simgate,01303_1,raw,0.670185,1.28424,0.062242,0.135157,0.09129,7511,0.065504,0.061895,2009-02-02,14.83
M5_simgate,01303_1,clean,0.705702,1.300107,0.061434,0.117751,0.082381,7019,0.065504,0.060775,2009-02-02,14.83
M5_simgate,01303_1,clean_exkl_curt,0.68655,1.307628,0.060402,0.116398,0.081165,7019,0.065504,0.060775,2009-02-02,14.83
M5_simgate,01303_2,raw,0.782296,1.030303,0.010416,0.100708,0.064949,7511,0.080149,0.006052,2001-11-23,22.02
M5_simgate,01303_2,clean,0.848226,1.016225,0.007796,0.076017,0.053601,6909,0.080149,0.002982,2001-11-23,22.02
M5_simgate,01303_2,clean_exkl_curt,0.83954,1.013769,0.007322,0.074913,0.052643,6909,0.080149,0.002982,2001-11-23,22.02
M5_simgate,02483,raw,0.193151,1.432019,0.207892,0.323194,0.241448,7512,0.193024,0.200265,2015-12-01,8.0
M5_simgate,02483,clean,0.349059,1.455675,0.217292,0.297675,0.22795,6062,0.193024,0.206447,2015-12-01,8.0
M5_simgate,02483,clean_exkl_curt,0.328357,1.47369,0.220258,0.299566,0.230687,6062,0.193024,0.206447,2015-12-01,8.0
M5_simgate,04745,raw,0.736714,0.996935,0.005956,0.071905,0.041159,7501,0.012398,-0.00033,2003-06-01,20.5
M5_simgate,04745,clean,0.780603,0.979962,0.005527,0.063616,0.038549,7408,0.012398,-0.002121,2003-06-01,20.5
M5_simgate,04745,clean_exkl_curt,0.772909,0.981578,0.005877,0.059384,0.036084,7408,0.012398,-0.002121,2003-06-01,20.5
M5_simgate,05347,raw,0.62154,1.071841,0.035363,0.18513,0.114914,7511,0.228731,0.019463,2018-07-01,5.42
M5_simgate,05347,clean,0.838536,0.956517,0.04225,0.113291,0.075917,5793,0.228731,-0.011177,2018-07-01,5.42
M5_simgate,05347,clean_exkl_curt,0.827685,0.950773,0.042956,0.113602,0.076267,5793,0.228731,-0.011177,2018-07-01,5.42
M5_simgate,05426,raw,0.58346,1.126174,0.035909,0.197736,0.124313,7512,0.156816,0.035636,2016-09-26,7.18
M5_simgate,05426,clean,0.76365,1.094785,0.034561,0.144863,0.09775,6334,0.156816,0.027648,2016-09-26,7.18
